,DATEPRD,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_CHOKE_SIZE_P,DP_CHOKE_SIZE,AVG_WHP_P,AVG_WHT_P,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL
762,2013-07-24,7.0,1.92627,0.3522,26.12304,3.256547708333333,18.85147,28.04931,18.19463,17.85,2772.47,10.0
763,2013-07-25,24.0,163.59426,60.31574,61.47308,8.549130833333333,72.95519,102.12118,36.96744,725.0,108940.11,10.0
769,2013-07-31,5.07514,273.946930842893,105.55136996934074,179.3823446525219,2.54080375,66.40376962964568,94.5645861903711,55.95889286005903,190.35,29119.73,10.0
772,2013-08-03,15.07486,277.7976793115691,104.93321497566147,181.30214076398718,6.116181875,68.44110564543882,96.49553854758187,41.01908329488964,590.09,88733.42,10.0
773,2013-08-04,24.0,273.5943678723404,105.43976510638298,177.39287617021276,9.951288085106382,67.94375042553192,96.20149170212765,52.45528659574468,1066.46,161227.0,10.0
774,2013-08-05,24.0,272.2984944680851,105.5378,176.7860780851064,9.758748125,67.25804978723404,95.51241638297873,55.18434234042553,1059.61,160270.49,10.0
775,2013-08-06,24.0,271.5609529166667,105.58475020833333,176.51937645833334,9.882110416666666,66.796848125,95.04157645833334,57.21400520833333,1070.45,160951.3,10.0
776,2013-08-07,24.0,271.07159,105.61376416666667,176.328945,9.788962708333333,66.511220625,94.742645,58.37687208333333,1069.96,160232.47,10.0
777,2013-08-08,24.0,270.6905247916667,105.639608125,176.17454333333333,9.784328333333333,66.28296291666666,94.51598145833333,58.62706729166667,1062.22,159483.76,10.0
778,2013-08-09,24.0,270.2450308333333,105.66749916666667,175.94683479166667,9.914905208333334,66.06279395833333,94.29819604166667,57.726496875,1074.0,162196.78,10.0
779,2013-08-10,24.0,269.9931422916667,105.69517666666667,175.93278854166667,9.880803541666667,65.839664375,94.06035375,58.426353541666664,1070.3,161999.01,10.0
780,2013-08-11,24.0,269.95824875,105.71779270833333,175.98917416666666,9.880837083333333,65.426171875,93.96907458333334,58.19650708333333,1054.09,160095.11,10.0
781,2013-08-12,24.0,269.8729,105.74205854166667,176.01286541666667,9.84736625,65.15639208333333,93.86003458333333,58.75105333333333,1038.69,159050.28,10.0
782,2013-08-13,24.0,269.560700625,105.77606875,176.00556104166665,9.864827708333333,65.2205325,93.55513958333333,58.55149041666667,1050.89,160116.29,10.0
783,2013-08-14,24.0,269.4122385416667,105.80333041666667,176.18388354166666,9.796098125,64.99050458333333,93.228355,58.84924875,1044.55,158506.74,10.0
784,2013-08-15,24.0,269.36189333333334,105.82360208333333,176.28258291666666,9.837349791666666,64.8185475,93.07931041666667,57.45699875,1044.6,158971.52,10.0
785,2013-08-16,24.0,267.6130914583333,105.88560520833333,175.76231208333334,9.910574791666667,63.58307958333334,91.850779375,58.584645,1075.73,162409.96,10.0
786,2013-08-17,24.0,266.956849375,105.92475645833333,175.51226416666665,10.092222083333333,63.17919083333334,91.44458520833334,57.51755479166667,1088.86,165357.19,10.0
787,2013-08-18,24.0,268.02177333333333,105.90687020833333,176.084756875,9.786481458333334,63.66831916666667,91.93701645833333,56.50328520833333,1041.92,158398.44,10.0
788,2013-08-19,24.0,266.02703229166667,105.98230979166667,175.27471416666666,9.866035625,62.489560833333336,90.752318125,60.08395479166666,1047.06,158556.68,69.06
789,2013-08-20,24.0,266.55975854166667,105.97793729166666,175.553163125,9.813110625,62.764671041666666,91.00659541666667,59.501294791666666,1024.24,156092.13,68.7
790,2013-08-21,24.0,266.43023958333333,105.99549020833334,175.57391791666666,10.101676041666666,62.611274791666666,90.85632166666667,59.890671875,1050.43,160102.74,69.5
791,2013-08-22,24.0,266.41878382978723,106.01224936170213,175.6257455319149,10.024740212765957,62.54996659574468,90.79303829787234,60.81466723404255,1045.41,158664.64,72.24000000000001
